Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Observation
E12000005,West Midlands,8,Middle East and Asia: Middle East,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,81
E12000005,West Midlands,8,Middle East and Asia: Middle East,5,Economically inactive (excluding full-time students),1602
E12000005,West Midlands,8,Middle East and Asia: Middle East,6,Economically inactive and a full-time student,1192
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1166
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,1,Economically active (excluding full-time students): In employment,4245
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,211
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,3,Economically active and a full-time student: In employment,178
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,112
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,5,Economically inactive (excluding full-time students),1737
E12000005,West Midlands,9,Middle East and Asia: Eastern Asia,6,Economically inactive and a full-time student,2014
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,-8,Does not apply,8911
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,1,Economically active (excluding full-time students): In employment,35812
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,3592
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,1922
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1177
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),33194
E12000005,West Midlands,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,4622
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,-8,Does not apply,660
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,4158
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,276
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,118
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,79
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),1530
E12000005,West Midlands,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,750
E12000005,West Midlands,12,Middle East and Asia: Central Asia,-8,Does not apply,24
E12000005,West Midlands,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,66
E12000005,West Midlands,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,14
E12000005,West Midlands,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,3
E12000005,West Midlands,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,4
E12000005,West Midlands,12,Middle East and Asia: Central Asia,5,Economically inactive (excluding full-time students),36
E12000005,West Midlands,12,Middle East and Asia: Central Asia,6,Economically inactive and a full-time student,37
E12000005,West Midlands,13,The Americas and the Caribbean: North America,-8,Does not apply,746
E12000005,West Midlands,13,The Americas and the Caribbean: North America,1,Economically active (excluding full-time students): In employment,2882
E12000005,West Midlands,13,The Americas and the Caribbean: North America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,213
E12000005,West Midlands,13,The Americas and the Caribbean: North America,3,Economically active and a full-time student: In employment,99
E12000005,West Midlands,13,The Americas and the Caribbean: North America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,41
E12000005,West Midlands,13,The Americas and the Caribbean: North America,5,Economically inactive (excluding full-time students),1469
E12000005,West Midlands,13,The Americas and the Caribbean: North America,6,Economically inactive and a full-time student,358
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,-8,Does not apply,639
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,1,Economically active (excluding full-time students): In employment,5020
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,627
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,3,Economically active and a full-time student: In employment,226
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,73
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,5,Economically inactive (excluding full-time students),1958
E12000005,West Midlands,14,The Americas and the Caribbean: Central and South America,6,Economically inactive and a full-time student,532
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",-8,Does not apply,200
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",1,Economically active (excluding full-time students): In employment,1700
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,84
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",3,Economically active and a full-time student: In employment,26
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,11
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",5,Economically inactive (excluding full-time students),491
E12000005,West Midlands,15,"Antarctica and Oceania, including Australasia",6,Economically inactive and a full-time student,96
E12000005,West Midlands,16,British Overseas Territories,-8,Does not apply,29
