Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Disability (3 categories) Code,Disability (3 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,-8,Does not apply,7,L13: Routine occupations,0
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,-8,Does not apply,9,L15: Full-time students,0
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,-8,Does not apply,51
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",22
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",20
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,3,L7: Intermediate occupations,22
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,30
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,15
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,19
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,7,L13: Routine occupations,21
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,277
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,9,L15: Full-time students,113
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,-8,Does not apply,1525
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",394
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",232
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,133
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,229
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,101
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,171
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,7,L13: Routine occupations,263
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,1568
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,9,L15: Full-time students,2083
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,-8,Does not apply,9,L15: Full-time students,0
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,-8,Does not apply,10
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",32
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",19
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,3,L7: Intermediate occupations,13
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,30
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,29
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,16
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,7,L13: Routine occupations,29
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,50
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,9,L15: Full-time students,64
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,-8,Does not apply,679
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",921
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",589
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,278
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,505
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,494
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,335
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,7,L13: Routine occupations,402
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,656
E12000003,Yorkshire and The Humber,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,9,L15: Full-time students,2064
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,-8,Does not apply,9,L15: Full-time students,0
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,-8,Does not apply,105
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",129
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",132
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,3,L7: Intermediate occupations,104
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,235
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,119
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,225
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,7,L13: Routine occupations,417
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,1848
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,9,L15: Full-time students,121
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,-8,Does not apply,4560
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",3752
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",2956
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,1394
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,2950
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,1263
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,2741
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,7,L13: Routine occupations,4642
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,10988
E12000003,Yorkshire and The Humber,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,9,L15: Full-time students,3225
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000003,Yorkshire and The Humber,11,Middle East and Asia: South-East Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
