Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Disability (3 categories) Code,Disability (3 categories),Observation
E12000004,East Midlands,-8,Does not apply,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000004,East Midlands,-8,Does not apply,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000004,East Midlands,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000004,East Midlands,-8,Does not apply,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000004,East Midlands,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000004,East Midlands,-8,Does not apply,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000004,East Midlands,-8,Does not apply,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,0
E12000004,East Midlands,-8,Does not apply,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,0
E12000004,East Midlands,1,Europe: United Kingdom,-8,Does not apply,-8,Does not apply,0
E12000004,East Midlands,1,Europe: United Kingdom,-8,Does not apply,1,Disabled under the Equality Act,34828
E12000004,East Midlands,1,Europe: United Kingdom,-8,Does not apply,2,Not disabled under the Equality Act,532667
E12000004,East Midlands,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000004,East Midlands,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,185558
E12000004,East Midlands,1,Europe: United Kingdom,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,1617835
E12000004,East Midlands,1,Europe: United Kingdom,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000004,East Midlands,1,Europe: United Kingdom,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,12555
E12000004,East Midlands,1,Europe: United Kingdom,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,52726
E12000004,East Midlands,1,Europe: United Kingdom,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000004,East Midlands,1,Europe: United Kingdom,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,4987
E12000004,East Midlands,1,Europe: United Kingdom,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,42871
E12000004,East Midlands,1,Europe: United Kingdom,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000004,East Midlands,1,Europe: United Kingdom,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,1896
E12000004,East Midlands,1,Europe: United Kingdom,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,12913
E12000004,East Midlands,1,Europe: United Kingdom,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000004,East Midlands,1,Europe: United Kingdom,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,340202
E12000004,East Midlands,1,Europe: United Kingdom,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,613837
E12000004,East Midlands,1,Europe: United Kingdom,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000004,East Midlands,1,Europe: United Kingdom,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,20108
E12000004,East Midlands,1,Europe: United Kingdom,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,124065
E12000004,East Midlands,2,Europe: Ireland,-8,Does not apply,-8,Does not apply,0
E12000004,East Midlands,2,Europe: Ireland,-8,Does not apply,1,Disabled under the Equality Act,60
E12000004,East Midlands,2,Europe: Ireland,-8,Does not apply,2,Not disabled under the Equality Act,1243
E12000004,East Midlands,2,Europe: Ireland,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000004,East Midlands,2,Europe: Ireland,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,815
E12000004,East Midlands,2,Europe: Ireland,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,7555
E12000004,East Midlands,2,Europe: Ireland,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000004,East Midlands,2,Europe: Ireland,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,67
E12000004,East Midlands,2,Europe: Ireland,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,260
E12000004,East Midlands,2,Europe: Ireland,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000004,East Midlands,2,Europe: Ireland,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,28
E12000004,East Midlands,2,Europe: Ireland,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,218
E12000004,East Midlands,2,Europe: Ireland,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000004,East Midlands,2,Europe: Ireland,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,10
E12000004,East Midlands,2,Europe: Ireland,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,58
E12000004,East Midlands,2,Europe: Ireland,5,Economically inactive (excluding full-time students),-8,Does not apply,0
