England and Wales Code,England and Wales,Highest level of qualification (8 categories) Code,Highest level of qualification (8 categories),Passports held (18 categories) Code,Passports held (18 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Disability (3 categories) Code,Disability (3 categories),Observation
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",5,5. Skilled trades occupations,1,Disabled under the Equality Act,10
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",5,5. Skilled trades occupations,2,Not disabled under the Equality Act,176
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,5
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,191
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",7,7. Sales and customer service occupations,1,Disabled under the Equality Act,19
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,119
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,6
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,132
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",9,9. Elementary occupations,1,Disabled under the Equality Act,13
K04000001,England and Wales,0,No qualifications,15,"Antarctica and Oceania, including Australasia",9,9. Elementary occupations,2,Not disabled under the Equality Act,203
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,-8,Does not apply,1,Disabled under the Equality Act,17
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,-8,Does not apply,2,Not disabled under the Equality Act,47
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,1
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,2,2. Professional occupations,1,Disabled under the Equality Act,1
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,2,2. Professional occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,3
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,5,5. Skilled trades occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,1
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,1
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,1
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,5
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,2
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,9,9. Elementary occupations,1,Disabled under the Equality Act,2
K04000001,England and Wales,0,No qualifications,16,British Overseas Territories,9,9. Elementary occupations,2,Not disabled under the Equality Act,8
K04000001,England and Wales,0,No qualifications,17,No passport held,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,17,No passport held,-8,Does not apply,1,Disabled under the Equality Act,917249
K04000001,England and Wales,0,No qualifications,17,No passport held,-8,Does not apply,2,Not disabled under the Equality Act,878607
K04000001,England and Wales,0,No qualifications,17,No passport held,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,17,No passport held,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,2192
K04000001,England and Wales,0,No qualifications,17,No passport held,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,11083
K04000001,England and Wales,0,No qualifications,17,No passport held,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,17,No passport held,2,2. Professional occupations,1,Disabled under the Equality Act,684
K04000001,England and Wales,0,No qualifications,17,No passport held,2,2. Professional occupations,2,Not disabled under the Equality Act,3285
K04000001,England and Wales,0,No qualifications,17,No passport held,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,17,No passport held,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,1197
K04000001,England and Wales,0,No qualifications,17,No passport held,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,6045
K04000001,England and Wales,0,No qualifications,17,No passport held,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,17,No passport held,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,2237
K04000001,England and Wales,0,No qualifications,17,No passport held,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,9770
K04000001,England and Wales,0,No qualifications,17,No passport held,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,17,No passport held,5,5. Skilled trades occupations,1,Disabled under the Equality Act,7066
K04000001,England and Wales,0,No qualifications,17,No passport held,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,45343
K04000001,England and Wales,0,No qualifications,17,No passport held,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,17,No passport held,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,4872
K04000001,England and Wales,0,No qualifications,17,No passport held,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,24433
K04000001,England and Wales,0,No qualifications,17,No passport held,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,0,No qualifications,17,No passport held,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,6295
K04000001,England and Wales,0,No qualifications,17,No passport held,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,29677
K04000001,England and Wales,0,No qualifications,17,No passport held,8,"8. Process, plant and machine operatives",-8,Does not apply,0
