,Regions,Passports held (18 categories) Code,Passports held (18 categories),Disability (3 categories) Code,Disability (3 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,209
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,135
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,96
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",1034
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,151
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",129
E12000009,South West,6,Africa: Central and Western Africa,2,Not disabled under the Equality Act,9,9. Elementary occupations,479
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,-8,Does not apply,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,2,2. Professional occupations,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,5,5. Skilled trades occupations,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000009,South West,7,Africa: South and Eastern Africa,-8,Does not apply,9,9. Elementary occupations,0
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,-8,Does not apply,457
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",24
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,2,2. Professional occupations,67
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,50
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,30
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,5,5. Skilled trades occupations,23
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",63
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,22
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",18
E12000009,South West,7,Africa: South and Eastern Africa,1,Disabled under the Equality Act,9,9. Elementary occupations,38
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,-8,Does not apply,2805
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",481
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,2,2. Professional occupations,1273
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,611
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,416
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,329
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",1082
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,303
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",226
E12000009,South West,7,Africa: South and Eastern Africa,2,Not disabled under the Equality Act,9,9. Elementary occupations,433
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,-8,Does not apply,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,2,2. Professional occupations,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,5,5. Skilled trades occupations,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000009,South West,8,Middle East and Asia: Middle East,-8,Does not apply,9,9. Elementary occupations,0
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,-8,Does not apply,176
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",4
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,2,2. Professional occupations,15
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,4
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,2
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,5,5. Skilled trades occupations,5
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",3
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,0
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",5
E12000009,South West,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,9,9. Elementary occupations,8
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,-8,Does not apply,1723
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",68
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,2,2. Professional occupations,349
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,66
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,31
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,42
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",55
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,42
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",47
E12000009,South West,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,9,9. Elementary occupations,78
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,2. Professional occupations,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,5,5. Skilled trades occupations,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000009,South West,9,Middle East and Asia: Eastern Asia,-8,Does not apply,9,9. Elementary occupations,0
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,-8,Does not apply,195
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",13
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,2,2. Professional occupations,33
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,24
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,18
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,5,5. Skilled trades occupations,22
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",8
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,9
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",3
E12000009,South West,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,9,9. Elementary occupations,12
